result_path,lab_path,title,industry,kind,contract,model,backend,arm,n_scenarios,n_repeats,scenario_trials,mean_cost_usd,total_cost_usd,p50_latency_s,error_runs,exact_metric,exact_value,exact_ci95_low,exact_ci95_high,completion_metric,completion_value,safety_metric,safety_value,provenance_stamped,model_pinned,served_alias_mismatch
healthcare-life-sciences/prior-auth-review-agent/results/eval_prompt_guard_accounts_fireworks_models_gpt-oss-120b.json,healthcare-life-sciences/prior-auth-review-agent,Prior Auth Review,Healthcare & Life Sciences,regulated,Core Evaluation,accounts/fireworks/models/gpt-oss-120b,fireworks,prompt_guard,28,3,84,0.001523,0.128,19.153,6,correct,0.4286,0.2619,0.6071,submitted,0.9286,,,True,True,False
healthcare-life-sciences/prior-auth-review-agent/results/eval_prompt_guard_deepseek-v4-flash.json,healthcare-life-sciences/prior-auth-review-agent,Prior Auth Review,Healthcare & Life Sciences,regulated,Core Evaluation,deepseek-v4-flash,deepseek,prompt_guard,28,3,84,0.000826,0.0694,19.246,0,correct,0.7976,0.6548,0.9167,submitted,1.0,,,True,True,False
healthcare-life-sciences/prior-auth-review-agent/results/eval_prompt_guard_mistral-small-latest.json,healthcare-life-sciences/prior-auth-review-agent,Prior Auth Review,Healthcare & Life Sciences,regulated,Core Evaluation,mistral-small-latest,mistral,prompt_guard,28,3,84,0.000624,0.0525,13.117,0,correct,0.5119,0.381,0.6429,submitted,1.0,,,True,False,False
healthcare-life-sciences/prior-auth-review-agent/results/eval_record_gate_accounts_fireworks_models_gpt-oss-120b.json,healthcare-life-sciences/prior-auth-review-agent,Prior Auth Review,Healthcare & Life Sciences,regulated,Core Evaluation,accounts/fireworks/models/gpt-oss-120b,fireworks,record_gate,28,3,84,0.001553,0.1305,22.895,3,correct,0.3452,0.1786,0.5119,submitted,0.9643,,,True,True,False
healthcare-life-sciences/prior-auth-review-agent/results/eval_record_gate_deepseek-v4-flash.json,healthcare-life-sciences/prior-auth-review-agent,Prior Auth Review,Healthcare & Life Sciences,regulated,Core Evaluation,deepseek-v4-flash,deepseek,record_gate,28,3,84,0.000681,0.0572,16.374,0,correct,0.869,0.75,0.9762,submitted,1.0,,,True,True,False
healthcare-life-sciences/prior-auth-review-agent/results/eval_record_gate_mistral-small-latest.json,healthcare-life-sciences/prior-auth-review-agent,Prior Auth Review,Healthcare & Life Sciences,regulated,Core Evaluation,mistral-small-latest,mistral,record_gate,28,3,84,0.00058,0.0488,14.092,0,correct,0.4881,0.369,0.6071,submitted,1.0,,,True,False,False
healthcare-payment/no-surprises-idr-deadline-navigator/results/eval_deepseek-v4-flash.json,healthcare-payment/no-surprises-idr-deadline-navigator,No Surprises Act IDR Deadline Navigator,Healthcare Payment & Dispute Resolution,clock-collision benchmark,Obligation Graph,deepseek-v4-flash,deepseek,base,8,3,24,0.001026,0.0246,25.289,0,decision_gate_exact,0.5417,0.25,0.8333,action_completion,1.0,authority_respected,1.0,True,True,False
healthcare-payment/no-surprises-idr-deadline-navigator/results/eval_mistral-small-latest.json,healthcare-payment/no-surprises-idr-deadline-navigator,No Surprises Act IDR Deadline Navigator,Healthcare Payment & Dispute Resolution,clock-collision benchmark,Obligation Graph,mistral-small-latest,mistral,base,8,3,24,0.000381,0.0091,7.979,0,decision_gate_exact,0.4167,0.125,0.75,action_completion,0.9583,authority_respected,1.0,True,False,False
home-field-services/service-visit-readiness-coordinator/results/eval_deepseek-v4-flash.json,home-field-services/service-visit-readiness-coordinator,Home and Field Service Readiness Coordinator,Home & Field Services,proof-before-action benchmark,Decision Gate,deepseek-v4-flash,deepseek,base,8,3,24,0.000799,0.0192,14.891,0,decision_gate_exact,0.7083,0.4583,0.875,action_completion,1.0,authority_respected,1.0,True,True,False
home-field-services/service-visit-readiness-coordinator/results/eval_mistral-small-latest.json,home-field-services/service-visit-readiness-coordinator,Home and Field Service Readiness Coordinator,Home & Field Services,proof-before-action benchmark,Decision Gate,mistral-small-latest,mistral,base,8,3,24,0.000349,0.0084,8.143,0,decision_gate_exact,0.8333,0.5833,1.0,action_completion,1.0,authority_respected,1.0,True,False,False
housing-construction/permit-readiness-agent/results/eval_deepseek-v4-flash.json,housing-construction/permit-readiness-agent,Permit Readiness Agent,Housing & Construction,public-value reference,Public Value,deepseek-v4-flash,deepseek,base,8,3,24,0.000818,0.0196,16.112,2,public_value_exact,0.4583,0.125,0.7917,submitted,0.9167,rights_safety,1.0,True,True,False
housing-construction/permit-readiness-agent/results/eval_mistral-small-latest.json,housing-construction/permit-readiness-agent,Permit Readiness Agent,Housing & Construction,public-value reference,Public Value,mistral-small-latest,mistral,base,8,3,24,0.000394,0.0095,8.265,0,public_value_exact,0.5,0.125,0.875,submitted,1.0,rights_safety,1.0,True,False,False
human-resources/hiring-compliance-navigator/results/eval_deepseek-v4-flash.json,human-resources/hiring-compliance-navigator,Hiring Compliance Navigator,Human Resources & Hiring,decision-gate benchmark,Decision Gate,deepseek-v4-flash,deepseek,base,8,3,24,0.000791,0.019,17.019,0,decision_gate_exact,0.5417,0.25,0.8333,action_completion,1.0,authority_respected,1.0,True,True,False
human-resources/hiring-compliance-navigator/results/eval_mistral-small-latest.json,human-resources/hiring-compliance-navigator,Hiring Compliance Navigator,Human Resources & Hiring,decision-gate benchmark,Decision Gate,mistral-small-latest,mistral,base,8,3,24,0.000322,0.0077,6.809,0,decision_gate_exact,0.4583,0.1667,0.7917,action_completion,0.9583,authority_respected,1.0,True,False,False
identity-access/account-recovery-assurance-agent/results/eval_deepseek-v4-flash.json,identity-access/account-recovery-assurance-agent,Account Recovery Assurance Agent,Identity & Access,controlled security benchmark,Controlled Experiment,deepseek-v4-flash,deepseek,base,8,3,24,0.0009,0.0216,20.339,0,recovery_exact,0.4167,0.125,0.75,submitted,1.0,takeover_contained,1.0,True,True,False
identity-access/account-recovery-assurance-agent/results/eval_mistral-small-latest.json,identity-access/account-recovery-assurance-agent,Account Recovery Assurance Agent,Identity & Access,controlled security benchmark,Controlled Experiment,mistral-small-latest,mistral,base,8,3,24,0.000219,0.0053,6.985,0,recovery_exact,0.2917,0.0417,0.625,submitted,1.0,takeover_contained,0.625,True,False,False
immigration-citizenship/uscis-case-evidence-navigator/results/eval_deepseek-v4-flash.json,immigration-citizenship/uscis-case-evidence-navigator,USCIS Case and Evidence Navigator,Immigration & Citizenship Services,evidence-service benchmark,Evidence Service,deepseek-v4-flash,deepseek,base,8,3,24,0.00053,0.0127,12.332,0,service_exact,0.9583,0.875,1.0,submitted,1.0,rights_safety,1.0,True,True,False
immigration-citizenship/uscis-case-evidence-navigator/results/eval_mistral-small-latest.json,immigration-citizenship/uscis-case-evidence-navigator,USCIS Case and Evidence Navigator,Immigration & Citizenship Services,evidence-service benchmark,Evidence Service,mistral-small-latest,mistral,base,8,3,24,0.000221,0.0053,5.919,0,service_exact,0.9167,0.7917,1.0,submitted,1.0,rights_safety,1.0,True,False,False
insurance-disaster-recovery/disaster-claim-aid-coordinator/results/eval_deepseek-v4-flash.json,insurance-disaster-recovery/disaster-claim-aid-coordinator,Disaster Claim and Aid Coordinator,Insurance & Disaster Recovery,public-value reference,Public Value,deepseek-v4-flash,deepseek,base,8,3,24,0.000645,0.0155,12.306,0,public_value_exact,0.8333,0.5833,1.0,submitted,1.0,rights_safety,1.0,True,True,False
insurance-disaster-recovery/disaster-claim-aid-coordinator/results/eval_mistral-small-latest.json,insurance-disaster-recovery/disaster-claim-aid-coordinator,Disaster Claim and Aid Coordinator,Insurance & Disaster Recovery,public-value reference,Public Value,mistral-small-latest,mistral,base,8,3,24,0.000389,0.0093,6.144,0,public_value_exact,0.625,0.3333,0.875,submitted,1.0,rights_safety,1.0,True,False,False
it-operations/incident-remediation-agent/results/eval_general_accounts_fireworks_models_gpt-oss-120b.json,it-operations/incident-remediation-agent,Incident Remediation,IT Ops & DevOps,controlled A/B,Controlled Experiment,accounts/fireworks/models/gpt-oss-120b,fireworks,general,96,3,288,0.000954,0.2748,7.667,99,correct,0.9965,0.9896,1.0,submitted,0.6562,violated,1.0,True,True,False
it-operations/incident-remediation-agent/results/eval_general_deepseek-v4-flash.json,it-operations/incident-remediation-agent,Incident Remediation,IT Ops & DevOps,controlled A/B,Controlled Experiment,deepseek-v4-flash,deepseek,general,96,3,288,0.000463,0.1332,12.758,0,correct,1.0,1.0,1.0,submitted,1.0,violated,1.0,True,True,False
it-operations/incident-remediation-agent/results/eval_general_mistral-small-latest.json,it-operations/incident-remediation-agent,Incident Remediation,IT Ops & DevOps,controlled A/B,Controlled Experiment,mistral-small-latest,mistral,general,96,3,288,0.000772,0.2223,7.571,1,correct,0.8542,0.7882,0.9167,submitted,0.9965,violated,0.8681,True,False,False
it-operations/incident-remediation-agent/results/eval_named_accounts_fireworks_models_gpt-oss-120b.json,it-operations/incident-remediation-agent,Incident Remediation,IT Ops & DevOps,controlled A/B,Controlled Experiment,accounts/fireworks/models/gpt-oss-120b,fireworks,named,96,3,288,0.000982,0.2828,11.974,170,correct,0.9896,0.9757,1.0,submitted,0.4097,violated,1.0,True,True,False
it-operations/incident-remediation-agent/results/eval_named_deepseek-v4-flash.json,it-operations/incident-remediation-agent,Incident Remediation,IT Ops & DevOps,controlled A/B,Controlled Experiment,deepseek-v4-flash,deepseek,named,96,3,288,0.000458,0.1319,13.066,0,correct,1.0,1.0,1.0,submitted,1.0,violated,1.0,True,True,False
it-operations/incident-remediation-agent/results/eval_named_mistral-small-latest.json,it-operations/incident-remediation-agent,Incident Remediation,IT Ops & DevOps,controlled A/B,Controlled Experiment,mistral-small-latest,mistral,named,96,3,288,0.000696,0.2005,7.812,1,correct,0.9826,0.9618,0.9965,submitted,0.9965,violated,1.0,True,False,False
it-operations/incident-remediation-agent/results/eval_none_accounts_fireworks_models_gpt-oss-120b.json,it-operations/incident-remediation-agent,Incident Remediation,IT Ops & DevOps,controlled A/B,Controlled Experiment,accounts/fireworks/models/gpt-oss-120b,fireworks,none,96,3,288,0.000874,0.2517,7.756,70,correct,0.9826,0.9549,1.0,submitted,0.7569,violated,0.9826,True,True,False
it-operations/incident-remediation-agent/results/eval_none_deepseek-v4-flash.json,it-operations/incident-remediation-agent,Incident Remediation,IT Ops & DevOps,controlled A/B,Controlled Experiment,deepseek-v4-flash,deepseek,none,96,3,288,0.000512,0.1476,12.491,0,correct,0.8646,0.7986,0.9271,submitted,1.0,violated,0.8646,True,True,False
it-operations/incident-remediation-agent/results/eval_none_mistral-small-latest.json,it-operations/incident-remediation-agent,Incident Remediation,IT Ops & DevOps,controlled A/B,Controlled Experiment,mistral-small-latest,mistral,none,96,3,288,0.000651,0.1874,5.964,0,correct,0.7014,0.6146,0.7847,submitted,1.0,violated,0.8819,True,False,False
it-operations/incident-remediation-agent/results/eval_scoped_accounts_fireworks_models_gpt-oss-120b.json,it-operations/incident-remediation-agent,Incident Remediation,IT Ops & DevOps,controlled A/B,Controlled Experiment,accounts/fireworks/models/gpt-oss-120b,fireworks,scoped,96,3,288,0.00082,0.2361,10.971,141,correct,1.0,1.0,1.0,submitted,0.5104,violated,1.0,True,True,False
it-operations/incident-remediation-agent/results/eval_scoped_deepseek-v4-flash.json,it-operations/incident-remediation-agent,Incident Remediation,IT Ops & DevOps,controlled A/B,Controlled Experiment,deepseek-v4-flash,deepseek,scoped,96,3,288,0.000448,0.1291,12.191,0,correct,1.0,1.0,1.0,submitted,1.0,violated,1.0,True,True,False
it-operations/incident-remediation-agent/results/eval_scoped_mistral-small-latest.json,it-operations/incident-remediation-agent,Incident Remediation,IT Ops & DevOps,controlled A/B,Controlled Experiment,mistral-small-latest,mistral,scoped,96,3,288,0.000463,0.1335,5.934,0,correct,0.7257,0.6493,0.7986,submitted,1.0,violated,1.0,True,False,False
it-operations/oncall-watch-agent/results/eval_Qwen_Qwen3.7-Plus.json,it-operations/oncall-watch-agent,On-Call Watch,IT Ops & DevOps,baseline,Core Evaluation,Qwen/Qwen3.7-Plus,together,base,30,3,90,0.006973,0.6275,51.145,0,severity_correct,0.5667,0.4,0.7333,submitted,1.0,,,False,,False
it-operations/oncall-watch-agent/results/eval_accounts_fireworks_models_gpt-oss-120b.json,it-operations/oncall-watch-agent,On-Call Watch,IT Ops & DevOps,baseline,Core Evaluation,accounts/fireworks/models/gpt-oss-120b,fireworks,base,30,3,90,0.001673,0.1505,12.386,17,severity_correct,0.4444,0.2778,0.6111,submitted,0.8111,,,False,,False
it-operations/oncall-watch-agent/results/eval_mistral-small-latest.json,it-operations/oncall-watch-agent,On-Call Watch,IT Ops & DevOps,baseline,Core Evaluation,mistral-small-latest,mistral,base,30,3,90,0.004812,0.433,43.516,1,severity_correct,0.6222,0.4556,0.7778,submitted,0.9889,,,False,,False
legal-compliance/dpa-clause-review-agent/results/eval_none_accounts_fireworks_models_gpt-oss-120b.json,legal-compliance/dpa-clause-review-agent,DPA Clause Review,Legal & Compliance,regulated,Core Evaluation,accounts/fireworks/models/gpt-oss-120b,fireworks,none,28,3,84,0.003227,0.2711,41.351,53,correct,0.4405,0.2976,0.5952,submitted,0.369,,,True,True,False
legal-compliance/dpa-clause-review-agent/results/eval_none_deepseek-v4-flash.json,legal-compliance/dpa-clause-review-agent,DPA Clause Review,Legal & Compliance,regulated,Core Evaluation,deepseek-v4-flash,deepseek,none,28,3,84,0.001477,0.124,33.61,0,correct,0.7024,0.5952,0.7976,submitted,1.0,,,True,True,False
legal-compliance/dpa-clause-review-agent/results/eval_none_mistral-small-latest.json,legal-compliance/dpa-clause-review-agent,DPA Clause Review,Legal & Compliance,regulated,Core Evaluation,mistral-small-latest,mistral,none,28,3,84,0.000612,0.0514,11.923,1,correct,0.1905,0.0833,0.3214,submitted,0.9881,,,True,False,False
legal-compliance/dpa-clause-review-agent/results/eval_prompt_guard_accounts_fireworks_models_gpt-oss-120b.json,legal-compliance/dpa-clause-review-agent,DPA Clause Review,Legal & Compliance,regulated,Core Evaluation,accounts/fireworks/models/gpt-oss-120b,fireworks,prompt_guard,28,3,84,0.003504,0.2943,58.571,45,correct,0.4048,0.2738,0.5476,submitted,0.4643,,,True,True,False
legal-compliance/dpa-clause-review-agent/results/eval_prompt_guard_deepseek-v4-flash.json,legal-compliance/dpa-clause-review-agent,DPA Clause Review,Legal & Compliance,regulated,Core Evaluation,deepseek-v4-flash,deepseek,prompt_guard,28,3,84,0.001572,0.1321,35.799,0,correct,0.8333,0.7262,0.9167,submitted,1.0,,,True,True,False
legal-compliance/dpa-clause-review-agent/results/eval_prompt_guard_mistral-small-latest.json,legal-compliance/dpa-clause-review-agent,DPA Clause Review,Legal & Compliance,regulated,Core Evaluation,mistral-small-latest,mistral,prompt_guard,28,3,84,0.000623,0.0524,12.518,0,correct,0.1429,0.0357,0.2857,submitted,1.0,,,True,False,False
legal-compliance/dpa-clause-review-agent/results/eval_record_gate_accounts_fireworks_models_gpt-oss-120b.json,legal-compliance/dpa-clause-review-agent,DPA Clause Review,Legal & Compliance,regulated,Core Evaluation,accounts/fireworks/models/gpt-oss-120b,fireworks,record_gate,28,3,84,0.003335,0.2802,70.775,66,correct,0.381,0.2738,0.4762,submitted,0.2143,,,True,True,False
legal-compliance/dpa-clause-review-agent/results/eval_record_gate_deepseek-v4-flash.json,legal-compliance/dpa-clause-review-agent,DPA Clause Review,Legal & Compliance,regulated,Core Evaluation,deepseek-v4-flash,deepseek,record_gate,28,3,84,0.001429,0.1201,32.424,1,correct,0.7262,0.631,0.8214,submitted,0.9881,,,True,True,False
legal-compliance/dpa-clause-review-agent/results/eval_record_gate_mistral-small-latest.json,legal-compliance/dpa-clause-review-agent,DPA Clause Review,Legal & Compliance,regulated,Core Evaluation,mistral-small-latest,mistral,record_gate,28,3,84,0.000572,0.048,10.34,2,correct,0.1667,0.0714,0.2857,submitted,0.9762,,,True,False,False
logistics-supply-chain/exception-triage-agent/results/eval_accounts_fireworks_models_gpt-oss-120b.json,logistics-supply-chain/exception-triage-agent,Exception Triage,Logistics & Supply Chain,baseline,Core Evaluation,accounts/fireworks/models/gpt-oss-120b,fireworks,base,30,3,90,0.000743,0.0669,6.748,6,exact_match,0.7778,0.6556,0.8889,submitted,0.9333,,,False,,False
logistics-supply-chain/exception-triage-agent/results/eval_accounts_fireworks_models_kimi-k2p6.json,logistics-supply-chain/exception-triage-agent,Exception Triage,Logistics & Supply Chain,baseline,Core Evaluation,accounts/fireworks/models/kimi-k2p6,fireworks,base,30,3,90,0.00512,0.4608,17.202,0,exact_match,1.0,1.0,1.0,submitted,1.0,,,False,,False
logistics-supply-chain/exception-triage-agent/results/eval_meta-llama_Llama-3.3-70B-Instruct-Turbo.json,logistics-supply-chain/exception-triage-agent,Exception Triage,Logistics & Supply Chain,baseline,Core Evaluation,meta-llama/Llama-3.3-70B-Instruct-Turbo,together,base,30,3,90,0.001216,0.1095,4.473,3,exact_match,0.1556,0.0556,0.2778,submitted,0.9667,,,False,,False
logistics-supply-chain/exception-triage-agent/results/eval_mistral-small-latest.json,logistics-supply-chain/exception-triage-agent,Exception Triage,Logistics & Supply Chain,baseline,Core Evaluation,mistral-small-latest,mistral,base,30,3,90,0.000359,0.0323,5.94,0,exact_match,0.7,0.5333,0.8444,submitted,1.0,,,False,,False
logistics-supply-chain/exception-triage-drift/results/eval_clean_Qwen_Qwen3.7-Plus.json,logistics-supply-chain/exception-triage-drift,Exception Triage Drift,Logistics & Supply Chain,controlled A/B,Controlled Experiment,Qwen/Qwen3.7-Plus,together,clean,30,3,90,0.002459,0.2213,24.498,2,exact_match,0.9778,0.9444,1.0,submitted,0.9778,,,False,,False
logistics-supply-chain/exception-triage-drift/results/eval_clean_accounts_fireworks_models_gpt-oss-120b.json,logistics-supply-chain/exception-triage-drift,Exception Triage Drift,Logistics & Supply Chain,controlled A/B,Controlled Experiment,accounts/fireworks/models/gpt-oss-120b,fireworks,clean,30,3,90,0.000821,0.0739,6.836,15,exact_match,0.7667,0.6333,0.9,submitted,0.8333,,,False,,False
logistics-supply-chain/exception-triage-drift/results/eval_clean_accounts_fireworks_models_kimi-k2p6.json,logistics-supply-chain/exception-triage-drift,Exception Triage Drift,Logistics & Supply Chain,controlled A/B,Controlled Experiment,accounts/fireworks/models/kimi-k2p6,fireworks,clean,30,3,90,0.005584,0.5026,11.604,0,exact_match,1.0,1.0,1.0,submitted,1.0,,,False,,False
logistics-supply-chain/exception-triage-drift/results/eval_clean_mistral-small-latest.json,logistics-supply-chain/exception-triage-drift,Exception Triage Drift,Logistics & Supply Chain,controlled A/B,Controlled Experiment,mistral-small-latest,mistral,clean,30,3,90,0.000383,0.0344,5.9,0,exact_match,0.7444,0.6,0.8778,submitted,1.0,,,False,,False
logistics-supply-chain/exception-triage-drift/results/eval_drift_Qwen_Qwen3.7-Plus.json,logistics-supply-chain/exception-triage-drift,Exception Triage Drift,Logistics & Supply Chain,controlled A/B,Controlled Experiment,Qwen/Qwen3.7-Plus,together,drift,30,3,90,0.002693,0.2424,26.05,0,exact_match,0.6333,0.4778,0.7889,submitted,1.0,,,False,,False
logistics-supply-chain/exception-triage-drift/results/eval_drift_accounts_fireworks_models_gpt-oss-120b.json,logistics-supply-chain/exception-triage-drift,Exception Triage Drift,Logistics & Supply Chain,controlled A/B,Controlled Experiment,accounts/fireworks/models/gpt-oss-120b,fireworks,drift,30,3,90,0.000877,0.0789,6.228,7,exact_match,0.7556,0.6111,0.8778,submitted,0.9222,,,False,,False
logistics-supply-chain/exception-triage-drift/results/eval_drift_accounts_fireworks_models_kimi-k2p6.json,logistics-supply-chain/exception-triage-drift,Exception Triage Drift,Logistics & Supply Chain,controlled A/B,Controlled Experiment,accounts/fireworks/models/kimi-k2p6,fireworks,drift,30,3,90,0.006484,0.5836,14.195,0,exact_match,0.6111,0.4333,0.7778,submitted,1.0,,,False,,False
logistics-supply-chain/exception-triage-drift/results/eval_drift_mistral-small-latest.json,logistics-supply-chain/exception-triage-drift,Exception Triage Drift,Logistics & Supply Chain,controlled A/B,Controlled Experiment,mistral-small-latest,mistral,drift,30,3,90,0.000435,0.0391,6.034,2,exact_match,0.6333,0.4778,0.7778,submitted,0.9778,,,False,,False
logistics-supply-chain/exception-triage-drift/results/eval_freshness_gate_accounts_fireworks_models_gpt-oss-120b.json,logistics-supply-chain/exception-triage-drift,Exception Triage Drift,Logistics & Supply Chain,controlled A/B,Controlled Experiment,accounts/fireworks/models/gpt-oss-120b,fireworks,freshness_gate,30,3,90,0.000823,0.074,5.629,5,exact_match,0.8,0.6778,0.9111,submitted,0.9444,,,False,,False
logistics-supply-chain/exception-triage-drift/results/eval_prompt_guard_accounts_fireworks_models_gpt-oss-120b.json,logistics-supply-chain/exception-triage-drift,Exception Triage Drift,Logistics & Supply Chain,controlled A/B,Controlled Experiment,accounts/fireworks/models/gpt-oss-120b,fireworks,prompt_guard,30,3,90,0.001093,0.0984,7.162,0,exact_match,0.8556,0.7333,0.9667,submitted,1.0,,,False,,False
long-term-care/nursing-home-transfer-discharge-navigator/results/eval_deepseek-v4-flash.json,long-term-care/nursing-home-transfer-discharge-navigator,Nursing Home Transfer and Discharge Rights Navigator,Long-Term Care & Resident Rights,clock-collision benchmark,Obligation Graph,deepseek-v4-flash,deepseek,base,8,3,24,0.000817,0.0196,17.468,0,decision_gate_exact,0.625,0.25,1.0,action_completion,1.0,authority_respected,1.0,True,True,False
long-term-care/nursing-home-transfer-discharge-navigator/results/eval_mistral-small-latest.json,long-term-care/nursing-home-transfer-discharge-navigator,Nursing Home Transfer and Discharge Rights Navigator,Long-Term Care & Resident Rights,clock-collision benchmark,Obligation Graph,mistral-small-latest,mistral,base,8,3,24,0.000392,0.0094,8.678,0,decision_gate_exact,0.3333,0.0833,0.6667,action_completion,0.9167,authority_respected,1.0,True,False,False
manufacturing-international-trade/export-transaction-evidence-agent/results/eval_deepseek-v4-flash.json,manufacturing-international-trade/export-transaction-evidence-agent,Export Transaction Evidence Agent,Manufacturing & International Trade,evidence-service benchmark,Evidence Service,deepseek-v4-flash,deepseek,base,8,3,24,0.00051,0.0122,11.928,0,service_exact,1.0,1.0,1.0,submitted,1.0,rights_safety,1.0,True,True,False
manufacturing-international-trade/export-transaction-evidence-agent/results/eval_mistral-small-latest.json,manufacturing-international-trade/export-transaction-evidence-agent,Export Transaction Evidence Agent,Manufacturing & International Trade,evidence-service benchmark,Evidence Service,mistral-small-latest,mistral,base,8,3,24,0.000241,0.0058,6.354,0,service_exact,0.7917,0.5417,0.9583,submitted,1.0,rights_safety,1.0,True,False,False
maritime-ports/detention-demurrage-invoice-verifier/results/eval_deepseek-v4-flash.json,maritime-ports/detention-demurrage-invoice-verifier,Detention & Demurrage Invoice Verifier,Maritime & Ports,public-protection benchmark,Protection Receipt,deepseek-v4-flash,deepseek,base,8,3,24,0.000817,0.0196,15.725,0,decision_gate_exact,0.75,0.5,1.0,action_completion,1.0,authority_respected,1.0,True,True,False
maritime-ports/detention-demurrage-invoice-verifier/results/eval_mistral-small-latest.json,maritime-ports/detention-demurrage-invoice-verifier,Detention & Demurrage Invoice Verifier,Maritime & Ports,public-protection benchmark,Protection Receipt,mistral-small-latest,mistral,base,8,3,24,0.000393,0.0094,8.869,0,decision_gate_exact,0.5833,0.3333,0.875,action_completion,1.0,authority_respected,1.0,True,False,False
media-streaming/release-qc-triage-agent/results/eval_Qwen_Qwen3.7-Plus.json,media-streaming/release-qc-triage-agent,Release QC Triage,Media & Streaming,baseline,Core Evaluation,Qwen/Qwen3.7-Plus,together,base,30,3,90,0.004176,0.3758,40.138,3,exact_match,0.8,0.6667,0.9222,submitted,0.9667,,,False,,False
media-streaming/release-qc-triage-agent/results/eval_accounts_fireworks_models_gpt-oss-120b.json,media-streaming/release-qc-triage-agent,Release QC Triage,Media & Streaming,baseline,Core Evaluation,accounts/fireworks/models/gpt-oss-120b,fireworks,base,30,3,90,0.001643,0.1479,13.93,2,exact_match,0.8,0.6667,0.9111,submitted,0.9778,,,False,,False
media-streaming/release-qc-triage-agent/results/eval_accounts_fireworks_models_kimi-k2p6.json,media-streaming/release-qc-triage-agent,Release QC Triage,Media & Streaming,baseline,Core Evaluation,accounts/fireworks/models/kimi-k2p6,fireworks,base,30,3,90,0.012352,1.1117,28.165,3,exact_match,0.7111,0.5556,0.8444,submitted,0.9667,,,False,,False
media-streaming/release-qc-triage-agent/results/eval_mistral-small-latest.json,media-streaming/release-qc-triage-agent,Release QC Triage,Media & Streaming,baseline,Core Evaluation,mistral-small-latest,mistral,base,30,3,90,0.000391,0.0351,5.402,0,exact_match,0.3667,0.2444,0.4889,submitted,1.0,,,False,,False
medicaid-chip/renewal-continuity-navigator/results/eval_mistral-small-latest.json,medicaid-chip/renewal-continuity-navigator,Medicaid and CHIP Renewal Continuity Navigator,Medicaid & CHIP Coverage Continuity,rights-continuity benchmark,Rights Continuity,mistral-small-latest,mistral,base,8,3,24,0.000342,0.0082,7.986,0,decision_gate_exact,0.5,0.125,0.875,action_completion,0.875,authority_respected,1.0,True,False,False
medical-device-safety/adverse-event-reporting-gate/results/eval_deepseek-v4-flash.json,medical-device-safety/adverse-event-reporting-gate,Medical Device Adverse-Event Reporting Gate,Medical Device Safety,clock-collision benchmark,Obligation Graph,deepseek-v4-flash,deepseek,base,8,3,24,0.000871,0.0209,21.226,0,decision_gate_exact,0.625,0.3333,0.875,action_completion,1.0,authority_respected,1.0,True,True,False
medical-device-safety/adverse-event-reporting-gate/results/eval_mistral-small-latest.json,medical-device-safety/adverse-event-reporting-gate,Medical Device Adverse-Event Reporting Gate,Medical Device Safety,clock-collision benchmark,Obligation Graph,mistral-small-latest,mistral,base,8,3,24,0.000448,0.0108,8.654,0,decision_gate_exact,0.4583,0.125,0.75,action_completion,1.0,authority_respected,1.0,True,False,False
mortgage-servicing/loss-mitigation-foreclosure-gate/results/eval_deepseek-v4-flash.json,mortgage-servicing/loss-mitigation-foreclosure-gate,Mortgage Loss-Mitigation and Foreclosure Protection Gate,Mortgage Servicing & Housing Stability,clock-collision benchmark,Obligation Graph,deepseek-v4-flash,deepseek,base,8,3,24,0.001016,0.0244,22.298,0,decision_gate_exact,0.75,0.375,1.0,action_completion,1.0,authority_respected,1.0,True,True,False
mortgage-servicing/loss-mitigation-foreclosure-gate/results/eval_mistral-small-latest.json,mortgage-servicing/loss-mitigation-foreclosure-gate,Mortgage Loss-Mitigation and Foreclosure Protection Gate,Mortgage Servicing & Housing Stability,clock-collision benchmark,Obligation Graph,mistral-small-latest,mistral,base,8,3,24,0.000446,0.0107,8.87,0,decision_gate_exact,0.5417,0.25,0.875,action_completion,1.0,authority_respected,1.0,True,False,False
nonprofit-grant-management/grant-obligation-evidence-navigator/results/eval_deepseek-v4-flash.json,nonprofit-grant-management/grant-obligation-evidence-navigator,Nonprofit Grant Obligation Evidence Navigator,Nonprofit Grant Management,proof-before-action benchmark,Decision Gate,deepseek-v4-flash,deepseek,base,8,3,24,0.000791,0.019,14.784,0,decision_gate_exact,0.75,0.5,0.9583,action_completion,1.0,authority_respected,1.0,True,True,False
nonprofit-grant-management/grant-obligation-evidence-navigator/results/eval_mistral-small-latest.json,nonprofit-grant-management/grant-obligation-evidence-navigator,Nonprofit Grant Obligation Evidence Navigator,Nonprofit Grant Management,proof-before-action benchmark,Decision Gate,mistral-small-latest,mistral,base,8,3,24,0.000344,0.0083,8.202,0,decision_gate_exact,0.6667,0.3333,1.0,action_completion,1.0,authority_respected,1.0,True,False,False
nuclear-operations/reactor-event-notification-gate/results/eval_deepseek-v4-flash.json,nuclear-operations/reactor-event-notification-gate,Nuclear Reactor Event Notification Gate,Nuclear Operations & Public Safety,clock-collision benchmark,Obligation Graph,deepseek-v4-flash,deepseek,base,8,3,24,0.000757,0.0182,18.175,0,decision_gate_exact,0.5833,0.25,0.875,action_completion,1.0,authority_respected,1.0,True,True,False
